id,driver,sector,domain,country,part,group,section,variable,formatI,formatII,gType,validation,default,graph,status,is_meme,is_group_key,objectRelationships,variations
00c0c8b8-3ac0-49fa-8da6-f9e0eb5afcf7,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Name DBA,Compound ID,DBA Name,Freeform,Text,Multi,Length <40,-,Yes,Active,false,false,0,0
013de528-d0a4-4eff-a9d0-f26f2a8008a2,"Investment, ALL, ALL, None",Investment,ALL,ALL,Number,Function,Function,TSY OAS,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
021f2e3e-9f36-497a-8ce5-c150fb192c38,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Address,[Meme],[Type Address #],Freeform,Text,Multi,,,Y,Active,true,false,0,0
0232f928-684e-4e79-b32e-3a3eb5d15470,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Rate,Atomic,Fixed Rate,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
036feb0f-cf45-4aee-adeb-6d35396eadab,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Function,Function,Return 3Yr,Freeform,Text,Tight,Range,-,Yes,Active,false,false,0,0
03ff6e93-0ac8-43b1-8962-ed913df875de,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,[Compound ID],[Meme],[ID Variable],Freeform,Text,Tight,Specific,-,Yes,Active,true,false,0,0
045d27c7-2d2b-4e5e-9983-ef2350f725b0,"Investment, ALL, ALL, None",Investment,ALL,ALL,Number,Function,Function,OAS,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
04ecc65d-d1c6-4f62-a71d-01244fb66014,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Social Media,Consolidated,Social Media Address,Freeform,Text,Multi,Specific,-,Yes,Active,false,false,0,0
054edb28-59d2-4389-ab1f-20e9dabafff6,"ALL, ALL, ALL, None",ALL,ALL,ALL,Relationship,Trading Guidelines,CDM,Trading Guidelines,Freeform,Text,Loose,[[*]],-,Yes,Active,false,false,0,0
055f02f5-8510-4227-98eb-d2eee18ad316,"Investment, ALL, ALL, None",Investment,ALL,ALL,Number,Parameter,Atomic,Cash Spread,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
06193baf-2d84-40c8-9ce6-830309cb2e41,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Drivers License,Compound ID,Drivers License State,Freeform,Text,Multi,List,-,Yes,Active,false,false,0,0
06463487-2cd3-429c-bcfb-863f4511f88e,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Fiscal Year,Period,Fiscal Year Close Date,Freeform,Text,Tight,"Range, Relative",-,Yes,Active,false,false,0,0
06d87996-671b-4823-bca1-a37feb750369,"Investment, ALL, ALL, None",Investment,ALL,ALL,Number,Function,Function,Volatility,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
071fbf59-6571-43cb-b0ed-c6d380dd3a17,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,[Daily],[Meme],[Daily Variable],Freeform,Text,Tight,List,-,Yes,Active,true,false,0,0
072cda3d-0894-4dd6-87f4-ff2e0e44afc8,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Rate,Atomic,Tax Rate,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
078775cc-a6fb-46c7-a50b-369e9f9ee0f9,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,[Aggregation],Aggregation,WALA [Variable] [Clarifier],Freeform,Text,Loose,[[*]],-,Yes,Active,false,false,0,0
07f44251-0d58-4ccb-a865-6eb2b49102ac,"ALL, ALL, ALL, None",ALL,ALL,ALL,Unstructured,Document,CDM,Document,Freeform,Text,Loose,Size,-,Yes,Active,false,false,0,0
08164514-e722-42eb-b6b9-8adbdca3efa7,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Shipping Address,Classified,Shipping Address Country,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
08fa8065-f4dc-4c1b-bad2-a773da160f59,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Education,Event,Education City,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
09022378-fb47-42d4-b0bc-e14b43bbde4e,"ALL, ALL, ALL, None",ALL,ALL,ALL,Relationship,Regulator,CDM,Regulator,Freeform,Text,Tight,[[*]],-,Yes,Active,false,false,0,0
0908e49c-59cb-4a00-9b8d-21cb3ef8461e,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,[Amount],[Meme],[[Common Amounts]],Freeform,Text,Loose,[[*]],-,Yes,Active,true,false,0,0
09561b5f-616a-4f0f-96fc-7d76034ee6e8,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Interest Schedule,Period,Interest Period,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
0a4d7ddd-c03d-4ab7-a953-18f625ee0d44,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Amount,Atomic,Open Balance,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
0a6a3a4b-be27-410f-ab43-089163ca6144,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,GICS Sector,Tiered,GICS Industry Group,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
0ab01b33-c5f9-4d05-9b90-a58df250d834,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Security ID,Atomic ID,DR SEDOL,Freeform,Text,Loose,Specific,-,Yes,Active,false,false,1,0
0b1e8e83-6803-4504-a636-6b215aeb94fc,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Security ID,Atomic ID,DBRS ID,Freeform,Text,Loose,Specific,-,Yes,Active,false,false,1,0
0bacd378-0c2c-48e8-9040-e624c17105b3,"ALL, ALL, ALL, None",ALL,ALL,ALL,Unstructured,Document,CDM,Form,Freeform,Text,Loose,Size,-,Yes,Active,false,false,0,0
0c50d4e3-77f1-41f8-b426-739decf0418b,"ALL, Human Resources, ALL, None",ALL,Human Resources,ALL,Tag,Flag,Flag,US Veteran,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
0c80918a-add0-4ae8-b12f-b8b6105d2b54,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,Barclays Sector,Tiered,Barclays Class 2,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
0caa0c1c-b97f-4d5e-8ff9-464fa5ad1e65,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,[Aggregation],Aggregation,Count [Variable] [Clarifier],Freeform,Text,Loose,[[*]],-,Yes,Active,false,false,0,0
0d1c1683-ac8e-49b4-b4fd-ee5b42c67b04,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Security ID,Atomic ID,Bloomberg ID,Freeform,Text,Loose,Specific,-,Yes,Active,false,false,1,0
0db5c561-ec6a-455c-a580-7279d4911d19,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Security ID,Atomic ID,MAID,Freeform,Text,Loose,Specific,-,Yes,Active,false,false,1,0
0e503986-9d70-4aa9-b058-442bee22f488,"Investment, ALL, ALL, None",Investment,ALL,ALL,Number,Function,Function,PSA,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
0ee3d6cb-ebd0-466a-b1db-59147ba96974,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Home Address,Classified,Home Address Notes,Freeform,Text,Tight,Length,-,Yes,Active,false,false,0,0
0fea2b4d-57c3-48cd-9624-3b85199c16c2,"Investment, ALL, ALL, None",Investment,ALL,ALL,Number,Function,Function,Yield To Maturity,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
108d93e3-7d2b-44f2-8fd2-e4f2ed5b8580,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,[Period],[Meme],[Period Variable],Freeform,Text,Tight,List,-,Yes,Active,true,false,0,0
10c3b734-61a4-4b76-b225-723b47aeceb9,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Security ID,Atomic ID,CINS,Freeform,Text,Loose,Specific,-,Yes,Active,false,false,1,0
10fe909b-7a89-4719-bbe4-66e55f1c7d81,"ALL, ALL, ALL, None",ALL,ALL,ALL,Relationship,[Related Object],Complex,[Object] Relationship Type,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
11eae826-d035-4b22-aa36-d56dede3e47d,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,TypoloJi,Atomic Tag,Kind,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
131548e4-0411-4f97-bb5c-9c54cfe560fe,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,GICS Sector,Tiered,GICS Sector,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
131d5df4-13a8-40c9-b5f8-61468e48c7b6,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Daily Interest,Daily,Daily Interest Rate,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
14871f5e-4419-46ba-b13f-8a9817cdb1d6,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Marker,Milestone,Hire Date,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
14a51f27-4a5f-447c-a330-7eb9e5af5239,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Credit Card Transaction,Event,Credit Card Result Authorization Stamp,Freeform,Text,Tight,Character is Specific,-,Yes,Active,false,false,0,0
152466ff-1830-4437-bdc0-391f17d9365b,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Bank Account,Compound ID,Bank Account Type,Freeform,Text,Multi,List,-,Yes,Active,false,false,0,0
160847a6-beec-4a2e-9706-d704dc6da751,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Legal Address,Classified,Legal Address Zip,Freeform,Text,Tight,Specific,-,Yes,Active,false,false,0,1
160904fc-ccfe-4107-92e5-d401bfbf98ba,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Amount,Atomic,Balance Remaining,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
164add2f-e27b-4121-b610-47ab42ef63a0,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,[Rate],[Meme],[[Common Rates]],Freeform,Text,Loose,[[*]],-,Yes,Active,true,false,0,0
165d157c-81c4-4da5-b475-8d8fa083882a,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Address,Consolidated,Address City,Freeform,Text,Multi,List,-,Yes,Active,false,false,0,0
167263b3-c183-4653-a861-fa9bf604b941,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,[Converted],[Meme],[Conversion Date],Freeform,Text,Tight,Range,-,Yes,Active,true,false,0,0
1686bfcf-b3f6-44b8-bf9e-52088ad9787a,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Credit Card,Compound ID,Credit Card #,Freeform,Text,Multi,List,-,Yes,Active,false,false,0,0
168eead9-f51c-4c64-a02b-a3a7ea192796,"Investment, ALL, ALL, None",Investment,ALL,ALL,Number,Function,Function,IRR,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
16900867-3869-46e9-b93c-6e8994e4f9c8,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Payment Series,TimeSeries,Payment DateTime,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
16b434fa-feb4-4295-b50f-2e9ee5595704,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Credit Card Transaction,Event,Credit Card Result Authorization Time,Freeform,Text,Tight,,-,Yes,Active,false,false,0,0
16e09707-752e-4b71-b8a2-e55f2124ecf1,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,[Aggregation],Aggregation,WAL [Variable] [Clarifier],Freeform,Text,Loose,[[*]],-,Yes,Active,false,false,0,0
16ffcadd-bac9-4ece-aaac-f483ec664f17,"ALL, ALL, ALL, None",ALL,ALL,ALL,Relationship,Business Unit,CDM,Responsible Business Unit,Freeform,Text,Tight,[[*]],-,Yes,Active,false,false,0,0
172056fb-d046-4b28-ac44-98c326d4ff70,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Function,Function,Return 30Yr,Freeform,Text,Tight,Range,-,Yes,Active,false,false,0,0
173633a1-1180-4add-a82b-ca5395372051,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,Geography,Atomic Tag,Location Country,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
17cc7af0-a037-490a-84fb-5f7911e36587,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Email,Classified,Professional  Email,Freeform,Text,Tight,Specific,-,Yes,Active,false,false,0,0
17f4a052-e0f2-4454-b740-b4a9f860222c,"ALL, Human Resources, ALL, None",ALL,Human Resources,ALL,Tag,Flag,Flag,US Citizen,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
1841b4a2-bb9d-4c90-bcbb-bfac1c93514f,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Marker,Milestone,Expiration Date,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
19679350-07a4-455e-9414-cc12a6ca58b5,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Payment ID,Atomic ID,CHIPS UID,Freeform,Text,Loose,Specific,-,Yes,Active,false,false,4,0
19caef05-48bc-4c97-b50e-2b41ab2f92a2,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Parameter,Atomic,Tiering By,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
1a79c99a-6fb7-4faa-99e4-bbf31612773c,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Function,Function,Return 15Yr,Freeform,Text,Tight,Range,-,Yes,Active,false,false,0,0
1a7a35a7-7a2f-4804-9b1a-15de3e67034e,"ALL, ALL, ALL, None",ALL,ALL,ALL,Context,Vulqan ID,Vulqan,Z ID,Freeform,Text,Loose,Specific,-,Yes,Active,false,false,0,0
1b239ed4-93e2-4afb-bb7d-989e0cd647b3,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Parameter,Atomic,Consecutive Months,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
1b2855cb-4e5b-477c-b3d6-53502a67d057,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Fiscal Year,Period,Fiscal Year,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
1b4399cc-d98c-48e6-82f2-63783b0af9f2,"Investment, ALL, ALL, None",Investment,ALL,ALL,Number,Function,Function,Modified Duration,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
1b7d90e2-e8cf-4478-b23a-de34ba8fea1f,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Shipping Address,Classified,Shipping Address Notes,Freeform,Text,Tight,Length,-,Yes,Active,false,false,0,0
1be69b4f-e35c-4d56-97cb-3963888e5ca0,"Investment, ALL, ALL, None",Investment,ALL,ALL,Number,Function,Function,Macaulay Duration,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
1c376606-06c2-43d6-88eb-a98a0e8b1319,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Amount,Atomic,Loss Amount,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
1d4ab293-2c8d-4cb3-84cd-fb782edcde49,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Public ID,Atomic ID,NINO,ID,Public,Loose,Length <25,-,Yes,Active,false,false,0,0
1db20d43-1d31-41d8-a570-76fd2f32c56c,"ALL, ALL, ALL, None",ALL,ALL,ALL,Event,Education,Event,[Event] Date,Freeform,Text,Tight,,-,Yes,Active,false,false,0,0
1de7f5af-b034-4a00-ab71-e7cd8f42c80e,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Parameter,Atomic,Target,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
1ded96a2-5eac-4758-88d0-c152c94b2bdc,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,TypoloJi,Atomic Tag,Style,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
1e42d134-4bf6-4bb2-b675-282ab409bdd1,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,TypoloJi,Atomic Tag,Qualification,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
1edf039b-7046-4afa-856a-c819384c7950,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Education,Event,Education Date,Freeform,Text,Tight,,-,Yes,Active,false,false,0,0
1f275cc6-6ec3-4aff-9676-c6d03ec45698,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,TypoloJi,Atomic Tag,Format,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
1fd0c11e-39cf-4269-8dc6-3a8e042291b7,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Credit Card Transaction,Event,Credit Card Input Expiration Year,Freeform,Text,T,List,-,Yes,Active,false,false,0,0
20958c25-17ba-49a8-a628-e7d53af749ce,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Marker,Milestone,Original Hire Date,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
209b67ca-622c-4a3d-9721-929f29f078f9,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Credit Card Transaction,Event,Credit Card Result Authorization Code,Freeform,Text,Tight,Character is Specific,-,Yes,Active,false,false,0,0
2175c055-9069-42e8-adab-419a849706ca,"ALL, ALL, ALL, None",ALL,ALL,ALL,Relationship,[Object Role],[Object],[Object Role] [#],Freeform,Text,Loose,List,-,Yes,Active,true,false,0,0
21c2055e-fe77-447d-93bc-808c6b1709b4,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,TypoloJi,Atomic,Preferred Pronoun,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
21c7274c-c60a-4f6d-83b1-19e1718363f7,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Email,Consolidated,Email Type,Freeform,Text,Multi,List,-,Yes,Active,false,false,0,0
2241c7c8-a053-43fd-b078-7950742c770a,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Home Address,Classified,Home Address Zip,Freeform,Text,Tight,Specific,-,Yes,Active,false,false,0,1
22c160fc-c619-45ce-a58b-391c539f4d1e,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Rate,Atomic,Interest Rate,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
232a0615-f7fc-406d-8685-aaf5ce0e0b27,"Investment, ALL, ALL, None",Investment,ALL,ALL,Tag,TypoloJi,Atomic Tag,Rate Type,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
23999654-7a98-475e-8362-9124b28d0e69,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Address,Consolidated,Address Country,Freeform,Text,Multi,List,-,Yes,Active,false,false,0,0
24613367-4bb7-4c26-9d72-cbeb585ed7d6,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,[Geography Tiered],CDM,[Geography Variable] III,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
253772c9-003a-4294-b1dd-0e3677d5f270,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Sum,Aggregation {Nested},Sum (Date),Freeform,Text,Loose,[[*]],-,Yes,Active,false,false,0,0
25693116-6ec0-4685-b6cf-cb91aec87862,"Investment, ALL, ALL, None",Investment,ALL,ALL,Tag,Flag,Flag,Brady,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
256ff1d2-9a84-45fb-89eb-340fda3a85bf,"Investment, ALL, ALL, None",Investment,ALL,ALL,Number,Function,Function,Duration Spread,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
257d4138-40f6-459d-a2da-8e40a97a1ec8,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Vacation Schedule,Period,Vacation Period,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
260284d7-299e-49df-b279-1babe2f569df,"ALL, ALL, ALL, None",ALL,ALL,ALL,Event,[Event],[Meme],[Event Variable],Freeform,Text,Tight,,-,Yes,Active,true,false,0,0
26114531-750b-412e-abde-db8ef7714333,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Marker,Milestone,Billed Date,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
276002b3-f64b-4fbb-bd2d-a6a2bb1250da,"ALL, ALL, ALL, None",ALL,ALL,ALL,Relationship,Legal Entity,Complex,Parent Entity Control Percentage,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
27b6d25c-6c10-42a0-97c8-e1ef2c6046c0,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Credit Card Transaction,Event,Some Variable,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
27e4822d-39a5-45bb-a3e1-f8bc74846ec5,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Fiscal Year,Period,Fiscal Year Start Date,Freeform,Text,Tight,"Range, Relative",-,Yes,Active,false,false,0,0
2817814c-f216-413c-a09c-24cfcd356b4c,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Rate,Atomic,Conversion Ratio,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
28e77d2d-c765-4ada-b36a-055b37cf5d6c,"ALL, ALL, ALL, None",ALL,ALL,ALL,Context,Migration,Vulqan,Activation Date,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
28ea9962-fa05-43dd-9052-22a139c7612a,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Payment ID,Atomic ID,Clearstream ID,Freeform,Text,Loose,Specific,-,Yes,Active,false,false,4,0
2936c012-a5ed-4db2-945a-37fe58b6e986,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,[Geography Tiered],CDM,[Geography Variable] I,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
29cbb26d-64fd-45ae-b1e6-2708ebe1becc,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Name,Atomic ID,Full Name,Freeform,Text,Tight,Length <40,-,Yes,Active,false,false,0,2
29dbd1e2-e5e1-41de-ab58-104aea794357,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Name,Atomic ID,Common Name,Freeform,Text,Tight,Length <40,-,Yes,Active,false,false,0,5
2a87f505-8864-4ce2-a0d3-f2201474a2e0,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Vacation Schedule,Period,Vacation Days Remaining,Freeform,Text,Tight,Range,-,Yes,Active,false,false,0,0
2ae94583-4d53-4380-bc1e-c62a30d56146,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Sum,Aggregation {Flat},Sum (Orders) (YTD) (03312025),Freeform,Text,Loose,[[*]],-,Yes,Active,false,false,0,0
